<doc id="edoc_wd_1722-10-31" attrs="word" year="1722" month="10" day="31" corpus="1">
<head id="hl1">
Madrid	w52
jenige	w3630
Wirts	w3631
<g/>
=
Haus	w3633
<g/>
=
Jnha=haber	w3635
<g/>
=
<g/>
/
oder	w3638
Jnwohner	w3639
<g/>
/
so	w3641
ihnen	w3642
Schuh=Knechten	w3643
<g/>
=
zu	w3645
Haltung	w3646
derley	w3647
höchststräfli=chen	w3648
<g/>
=
Zusammentrettungen	w3650
einigen	w3651
Unterschleif	w3652
geben	w3653
<g/>
/
oder	w3655
wo	w3656
die	w3657
Schuh	w3658
<g/>
=
Knecht	w3660
mit	w3661
Ge=walt	w3662
<g/>
=
in	w3664
ihre	w3665
Zimmer	w3666
zu	w3667
Haltung	w3668
derley	w3669
Zu=sammenkünften	w3670
<g/>
=
eingedrungen	w3672
wären	w3673
<g/>
/
diesel=be	w3675
<g/>
=
ohne	w3677
Verzug	w3678
Unserer	w3679
N	w3680
<g/>
.
Oe	w3682
<g/>
.
Regierung	w3684
nicht	w3685
anzeigen	w3686
<g/>
/
nach	w3688
abgeschworner	w3689
Urphed	w3690
<g/>
/
und	w3692
ewiger	w3693
Land	w3694
<g/>
=
Verweisung	w3696
auf	w3697
die	w3698
Gale=ren	w3699
<g/>
=
zur	w3701
Ruder	w3702
<g/>
=
Banck	w3704
verschaft	w3705
<g/>
:
nicht	w3707
we=niger	w3708
<g/>
=
</p>
<p id="p46">
Tertiò	w3710
<g/>
.
Ein	w3712
jeder	w3713
Grund	w3714
<g/>
=
Richter	w3716
<g/>
/
welcher	w3718
solche	w3719
höchst	w3720
verbottene	w3721
Zusammenkunften	w3722
nicht	w3723
alsogleich	w3724
Unserer	w3725
N	w3726
<g/>
.
Oe	w3728
Regierung	w3729
zur	w3730
Handfestmachung	w3731
deren	w3732
Ubertrettern	w3733
anzeigen	w3734
<g/>
/
oder	w3736
möglichsten	w3737
auszurotten	w3738
sich	w3739
nicht	w3740
befleissen	w3741
wurde	w3742
<g/>
/
zur	w3744
wol	w3745
verdienter	w3746
Straf	w3747
seines	w3748
Richter	w3749
<g/>
=
Amts	w3751
entsetzet	w3752
<g/>
/
in	w3754
Band	w3755
und	w3756
Eisen	w3757
geschlossen	w3758
<g/>
/
sodann	w3760
in	w3761
alhiesigen	w3762
Stadt	w3763
<g/>
=
Graben	w3765
auf	w3766
eine	w3767
gemessene	w3768
Zeit	w3769
zur	w3770
</p>
<p id="p47">
offentlicher	w3771
Arbeit	w3772
angehalten	w3773
werden	w3774
solle	w3775
<g/>
.
Wornach	w3777
sich	w3778
also	w3779
jedermänniglich	w3780
zu	w3781
rich=ten	w3782
<g/>
=
<g/>
/
und	w3785
vor	w3786
Schaden	w3787
zu	w3788
hüten	w3789
wissen	w3790
wird	w3791
<g/>
/
dann	w3793
hieran	w3794
beschiehet	w3795
Unser	w3796
ernstlicher	w3797
Will	w3798
und	w3799
Meinung	w3800
<g/>
.
Geben	w3802
in	w3803
Unserer	w3804
Haupt=und	w3805
<g/>
=
Residentz	w3807
<g/>
=
Stadt	w3809
Wien	w3810
den	w3811
27	w3812
<g/>
.
Octobr	w3814
<g/>
.
1722	w3816
<g/>
.
</p>
<p id="p48">
Freitag	w3818
<g/>
/
den	w3820
30	w3821
<g/>
.
Dito	w3823
<g/>
/
verfügten	w3825
sich	w3826
Jhre	w3827
Majestät	w3828
der	w3829
Kaiser	w3830
unser	w3831
Aller=gnädigster	w3832
<g/>
=
Herr	w3834
<g/>
/
auf	w3836
eine	w3837
Schweins=Jagd	w3838
<g/>
=
hinter	w3840
Baaden	w3841
<g/>
/
und	w3843
kame	w3844
Abends	w3845
wieder	w3846
in	w3847
Dero	w3848
Burg	w3849
zuruck	w3850
<g/>
.
</p>
<p id="p49">
Durch	w3852
das	w3853
halbe	w3854
Monat	w3855
October	w3856
seynd	w3857
wiederum	w3858
von	w3859
der	w3860
Luterischen	w3861
Religion	w3862
4	w3863
<g/>
.
Persohnen	w3865
abgewichen	w3866
<g/>
/
welche	w3868
<g/>
/
nach=dem	w3870
<g/>
=
sie	w3872
vorhero	w3873
genugsam	w3874
instruirt	w3875
wor=den	w3876
<g/>
=
<g/>
/
ihren	w3879
vorigen	w3880
Jrrthum	w3881
in	w3882
der	w3883
Kir=chen	w3884
<g/>
=
deren	w3886
WW	w3887
<g/>
.
EE	w3889
<g/>
.
PP	w3891
<g/>
.
Minoriten	w3893
öffentlich	w3894
abgeschworen	w3895
<g/>
/
und	w3897
die	w3898
Catho=lische	w3899
<g/>
=
Glaubens	w3901
<g/>
=
Profession	w3903
<g/>
,
in	w3905
denen	w3906
Händen	w3907
des	w3908
zu	w3909
diesen	w3910
Officio	w3911
deno-minirten	w3912
<g/>
-
Patris	w3914
Spiritualis	w3915
abgelegt	w3916
haben	w3917
<g/>
.
</p>
<p id="p50">
NB	w3919
<g/>
.
Es	w3921
ist	w3922
ein	w3923
alhiesiges	w3924
Burgers	w3925
<g/>
=
Kind	w3927
vergangenen	w3928
Freitag	w3929
14	w3930
<g/>
.
Tag	w3932
<g/>
/
Nachmittag	w3934
<g/>
/
nemlich	w3936
ein	w3937
Knab	w3938
von	w3939
10	w3940
<g/>
.
Jahren	w3942
alt	w3943
<g/>
/
ein	w3945
Caffè	w3946
<g/>
-
farbes	w3948
Kleidlein	w3949
mit	w3950
tüchenen	w3951
Knö=pfen	w3952
<g/>
=
<g/>
/
aus	w3955
welchen	w3956
er	w3957
schon	w3958
etwas	w3959
gewach=sen	w3960
<g/>
=
<g/>
/
und	w3963
gantz	w3964
neue	w3965
Schuh	w3966
<g/>
/
und	w3968
wollene	w3969
silber	w3970
<g/>
=
farb	w3972
gestrickte	w3973
Strümpf	w3974
anhabend	w3975
<g/>
/
mit	w3977
eigenen	w3978
dunckel	w3979
<g/>
=
liecht	w3981
glaten	w3982
Haaren	w3983
<g/>
/
et=was	w3985
<g/>
=
lang	w3987
<g/>
/
und	w3989
an	w3990
den	w3991
lincken	w3992
Kinbacken	w3993
mit	w3994
einer	w3995
kleinen	w3996
noch	w3997
rothen	w3998
Naasen	w3999
von	w4000
einem	w4001
Hunds	w4002
<g/>
=
Biß	w4004
<g/>
/
verlohren	w4006
gangen	w4007
<g/>
:
Wer	w4009
nun	w4010
von	w4011
diesem	w4012
Knaben	w4013
einige	w4014
Wissen=schaft	w4015
<g/>
=
hat	w4017
<g/>
/
wird	w4019
gebetten	w4020
<g/>
/
dem	w4022
Herrn	w4023
Neu=würth	w4024
<g/>
=
<g/>
/
gemeiner	w4027
Stadt	w4028
<g/>
=
Glaser	w4030
<g/>
=
Meister	w4032
im	w4033
Seitzer	w4034
<g/>
=
Hof	w4036
hievon	w4037
zu	w4038
berichten	w4039
<g/>
/
wel=cher	w4041
<g/>
=
sich	w4043
darvor	w4044
<g/>
/
mit	w4046
einer	w4047
ehrlichen	w4048
Recom	w4049
<g/>
-
pensation	w4051
einstellen	w4052
wird	w4053
<g/>
.
</p>
<head id="hl13">
Ordnung	w4057
<g/>
/
wie	w4059
das	w4060
H	w4061
<g/>
.
viertzig=stündige	w4063
<g/>
=
Gebett	w4065
<g/>
/
vor	w4067
ausgesetztem	w4068
Hochwürdigsten	w4069
Altars	w4070
<g/>
=
Sacrament	w4072
<g/>
/
in	w4074
allhie=siger	w4075
<g/>
=
Kayserl	w4077
<g/>
.
Residentz	w4079
<g/>
=
Stadt	w4081
Wien	w4082
<g/>
/
in	w4084
dem	w4085
Monat	w4086
November	w4087
gehalten	w4088
wird	w4089
</head>
<head id="hl14">
Ankunft	w4191
deren	w4192
Hoh	w4193
<g/>
=
und	w4195
Niedern	w4196
Stands	w4197
<g/>
=
Personen	w4199
<g/>
.
</head>
<head id="hl15">
Den	w4201
29	w4202
October	w4203
1722	w4204
<g/>
.
</head>
<list id="">
Kärntner	w4206
Thor	w4207
<g/>
:
Herr	w4209
Obrist	w4210
Lieutenant	w4211
Vilbert	w4212
<g/>
/
vom	w4214
Hamiltonischen	w4215
Regiment	w4216
<g/>
/
komt	w4218
von	w4219
Ni=ckelspurg	w4220
<g/>
=
<g/>
/
log	w4223
<g/>
.
in	w4225
golden	w4226
Ochsen	w4227
<g/>
.
</list>
<head id="hl16">
Den	w4229
30	w4230
October	w4231
<g/>
.
</head>
<list id="">
Stuben	w4233
<g/>
=
Thor	w4235
<g/>
.
Hr	w4237
<g/>
.
Graf	w4239
Gaisruck	w4240
<g/>
/
Unter	w4242
<g/>
=
Lieute=nant	w4244
<g/>
=
vom	w4246
Löbl	w4247
<g/>
.
Alt	w4249
<g/>
=
Daunischen	w4251
Regiment	w4252
<g/>
/
komt	w4254
von	w4255
Nischwitz	w4256
aus	w4257
Schlesien	w4258
<g/>
/
log	w4260
<g/>
.
bey	w4262
dem	w4263
Wilden	w4264
Mann	w4265
<g/>
.
</list>
<head id="hl17">
Lista	w4267
deren	w4268
Verstorbenen	w4269
in	w4270
und	w4271
vor	w4272
der	w4273
Stadt	w4274
<g/>
.
</head>
<head id="hl18">
Den	w4276
28	w4277
<g/>
.
October	w4279
1722	w4280
<g/>
.
in	w4282
der	w4283
Stadt	w4284
<g/>
.
</head>
<list id="">
Michael	w4286
N	w4287
<g/>
.
Schuhmacher	w4289
<g/>
=
Jung	w4291
<g/>
/
im	w4293
Rosenbergisch	w4294
<g/>
.
Haus	w4296
beyn	w4297
Augustinern	w4298
<g/>
/
alt	w4300
20	w4301
<g/>
.
Jahr	w4303
</list>
<head id="hl19">
Vor	w4304
der	w4305
Stadt	w4306
<g/>
.
</head>
<list id="">
Dem	w4308
Michael	w4309
Demann	w4310
<g/>
/
Schneider	w4312
<g/>
/
sein	w4314
Weib	w4315
Mag=dalena	w4316
<g/>
=
<g/>
/
bey	w4319
der	w4320
blauen	w4321
Kugl	w4322
am	w4323
Spitlberg	w4324
<g/>
/
alt	w4326
36	w4327
<g/>
.
Jahr	w4329
<g/>
.
Dem	w4331
Dominico	w4332
Peterlohn	w4333
<g/>
/
Lackey	w4335
<g/>
/
sein	w4337
Kind	w4338
Al=bert	w4339
<g/>
=
<g/>
/
bey	w4342
der	w4343
gulden	w4344
Cron	w4345
auf	w4346
der	w4347
Windmüll	w4348
<g/>
/
alt	w4350
5	w4351
<g/>
.
Viertl	w4353
Jahr	w4354
<g/>
.
Elisabeth	w4356
Nürlin	w4357
<g/>
/
lediges	w4359
Mensch	w4360
<g/>
/
beym	w4362
goldenen	w4363
Pflug	w4364
am	w4365
Spitlberg	w4366
<g/>
/
alt	w4368
25	w4369
<g/>
.
Jahr	w4371
<g/>
.
</list>
<head id="hl20">
Den	w4373
29	w4374
<g/>
.
October	w4376
in	w4377
der	w4378
Stadt	w4379
<g/>
.
</head>
<list id="">
Dem	w4381
Hrn	w4382
<g/>
.
Johann	w4384
Joseph	w4385
von	w4386
Kaimb	w4387
<g/>
/
Kaiserl	w4389
<g/>
.
Hof	w4391
<g/>
=
Cammer	w4393
<g/>
=
und	w4395
Universal	w4396
<g/>
=
Bancalitäts	w4398
<g/>
=
Secre=tario	w4400
<g/>
=
<g/>
/
seen	w4403
Söhnl	w4404
Frantz	w4405
Antoni	w4406
<g/>
/
in	w4408
sein	w4409
Haus	w4410
in	w4411
der	w4412
Dorothe	w4413
<g/>
=
Gassen	w4415
<g/>
/
alt	w4417
6	w4418
<g/>
.
Wochen	w4420
<g/>
.
Dem	w4422
Andre	w4423
Gladne	w4424
<g/>
/
Burgerl	w4426
<g/>
.
Schneider	w4428
<g/>
/
sein	w4430
Kind	w4431
Rosalia	w4432
<g/>
/
im	w4434
Liechtensteinisch	w4435
Haus	w4436
am	w4437
alten	w4438
Baurn=marck	w4439
<g/>
=
<g/>
/
alt	w4442
8	w4443
<g/>
.
Wochen	w4445
<g/>
.
Dem	w4447
Joseph	w4448
Rabensteiner	w4449
<g/>
/
Zimmer	w4451
<g/>
=
Meister	w4453
<g/>
/
im	w4455
Kaiserl	w4456
<g/>
.
Zeug	w4458
<g/>
=
Haus	w4460
auf	w4461
der	w4462
Seilerstatt	w4463
<g/>
/
sein	w4465
Kind	w4466
Georg	w4467
<g/>
/
alt	w4469
20	w4470
<g/>
.
Wochen	w4472
<g/>
.
Dem	w4474
Caspar	w4475
Müllner	w4476
<g/>
/
Burgerl	w4478
<g/>
.
Schneider	w4480
<g/>
/
sein	w4482
Kind	w4483
Rosina	w4484
<g/>
/
im	w4486
Steinmetzisch	w4487
<g/>
.
Haus	w4489
am	w4490
alten	w4491
Fleischmarck	w4492
<g/>
/
alt	w4494
7	w4495
<g/>
.
Wochen	w4497
<g/>
.
</list>
<list id="">
Dem	w4499
Melchior	w4500
Fux	w4501
<g/>
/
Burgerl	w4503
<g/>
.
Bierleitgeben	w4505
<g/>
/
sein	w4507
Eh	w4508
<g/>
.
Eva	w4510
Rosina	w4511
<g/>
/
im	w4513
Streckerisch	w4514
<g/>
.
Haus	w4516
am	w4517
alten	w4518
Baurnmarck	w4519
<g/>
/
alt	w4521
47	w4522
<g/>
.
Jahr	w4524
<g/>
.
Dem	w4526
Simon	w4527
Bach	w4528
<g/>
/
Haus	w4530
<g/>
=
Knecht	w4532
im	w4533
Margarethen=Hof	w4534
<g/>
=
<g/>
/
sein	w4537
Kind	w4538
Eleonora	w4539
<g/>
/
alt	w4541
5	w4542
<g/>
.
Jahr	w4544
<g/>
.
</list>
<head id="hl21">
Vor	w4546
der	w4547
Stadt	w4548
<g/>
.
</head>
<list id="">
Der	w4550
Ehrwürdige	w4551
Frater	w4552
Henricus	w4553
<g/>
,
Ord	w4555
<g/>
.
Carmel	w4557
<g/>
.
im	w4559
Closter	w4560
auf	w4561
der	w4562
Laimgruben	w4563
<g/>
/
alt	w4565
70	w4566
<g/>
.
Jahr	w4568
<g/>
.
Joseph	w4570
de	w4571
Lazaris	w4572
<g/>
,
Cammerdiener	w4574
<g/>
/
beym	w4576
schwartzen	w4577
Bern	w4578
in	w4579
der	w4580
Rossau	w4581
<g/>
/
alt	w4583
49	w4584
<g/>
.
Jahr	w4586
<g/>
.
Dem	w4588
Johann	w4589
Georg	w4590
Schillkopf	w4591
<g/>
/
Schneider	w4593
<g/>
/
sein	w4595
Weib	w4596
Anna	w4597
<g/>
/
beym	w4599
grün	w4600
Pfauen	w4601
im	w4602
Bettler	w4603
<g/>
=
Gässel	w4605
<g/>
/
alt	w4607
50	w4608
<g/>
.
Jahr	w4610
<g/>
.
Juliana	w4612
Wittmanin	w4613
<g/>
/
Wittib	w4615
<g/>
/
in	w4617
ihrem	w4618
Haus	w4619
bey	w4620
St	w4621
<g/>
.
Ulrich	w4623
<g/>
/
alt	w4625
75	w4626
<g/>
.
Jahr	w4628
<g/>
.
Dem	w4630
Johann	w4631
Georg	w4632
N	w4633
<g/>
.
Lackey	w4635
<g/>
/
sein	w4637
Weib	w4638
Anna	w4639
<g/>
/
beym	w4641
grün	w4642
Thor	w4643
untern	w4644
Felbern	w4645
<g/>
/
alt	w4647
40	w4648
<g/>
.
Jahr	w4650
<g/>
.
Dem	w4652
Johann	w4653
Obermayr	w4654
<g/>
/
Zimmer	w4656
<g/>
=
Gesellen	w4658
<g/>
/
sein	w4660
Weib	w4661
Maria	w4662
<g/>
/
im	w4664
Breitembücherisch	w4665
<g/>
.
Haus	w4667
auf	w4668
der	w4669
Landstras	w4670
<g/>
/
alt	w4672
42	w4673
<g/>
.
Jahr	w4675
<g/>
.
Johann	w4677
Eder	w4678
<g/>
/
Tagwercker	w4680
<g/>
/
bey	w4682
der	w4683
Hofnung	w4684
in	w4685
der	w4686
Josephstadt	w4687
<g/>
/
alt	w4689
49	w4690
<g/>
.
Jahr	w4692
<g/>
.
Dem	w4694
Johann	w4695
Binder	w4696
<g/>
/
Lackey	w4698
<g/>
/
sein	w4700
Kind	w4701
Ludwig	w4702
<g/>
/
beym	w4704
golden	w4705
Hirschen	w4706
bey	w4707
Maria	w4708
Hilf	w4709
<g/>
/
alt	w4711
3	w4712
<g/>
.
Viertl	w4714
Jahr	w4715
<g/>
.
Der	w4717
Theresia	w4718
N	w4719
<g/>
.
ledigen	w4721
Menschen	w4722
ihr	w4723
Kind	w4724
Johann	w4725
<g/>
/
beym	w4727
schwartzen	w4728
Ochsen	w4729
zu	w4730
Mazelsdorf	w4731
<g/>
/
alt	w4733
1	w4734
<g/>
.
Viertl	w4736
Jahr	w4737
<g/>
.
</list>
<head id="hl22">
Den	w4739
30	w4740
<g/>
.
October	w4742
in	w4743
der	w4744
Stadt	w4745
niemand	w4746
<g/>
.
</head>
<head id="hl23">
Vor	w4748
der	w4749
Stadt	w4750
<g/>
.
</head>
<list id="">
Eva	w4752
Rosalia	w4753
Lautnerin	w4754
<g/>
/
Wittib	w4756
<g/>
/
im	w4758
Wisentisch	w4759
<g/>
.
Gar=ten	w4761
<g/>
=
in	w4763
der	w4764
Alstergassen	w4765
<g/>
/
alt	w4767
80	w4768
<g/>
.
Jahr	w4770
<g/>
.
Dem	w4772
Valentin	w4773
Rastatter	w4774
<g/>
/
Wirt	w4776
<g/>
/
sein	w4778
Eh	w4779
<g/>
.
Catharina	w4781
<g/>
/
in	w4783
sein	w4784
Haus	w4785
bey	w4786
Mara	w4787
Hilf	w4788
<g/>
/
alt	w4790
40	w4791
<g/>
.
Jahr	w4793
<g/>
.
Martin	w4795
Groiß	w4796
<g/>
/
Schneider	w4798
<g/>
/
alt	w4800
25	w4801
<g/>
.
Jahr	w4803
<g/>
/
Bernhard	w4805
Nagezahn	w4806
<g/>
/
alt	w4808
43	w4809
<g/>
.
Jahr	w4811
<g/>
/
und	w4813
Jacob	w4814
Schmötzer	w4815
<g/>
/
alt	w4817
19	w4818
<g/>
.
Jahr	w4820
<g/>
/
beede	w4822
Becken	w4823
<g/>
=
Jungen	w4825
<g/>
/
dann	w4827
Johann	w4828
Georg	w4829
N	w4830
<g/>
.
Schuh	w4832
<g/>
=
Knecht	w4834
<g/>
/
alt	w4836
2	w4837
1	w4838
<g/>
.
Jahr	w4840
<g/>
/
welche	w4842
vorgestern	w4843
vorm	w4844
Burg	w4845
<g/>
=
Thor	w4847
erschossen	w4848
<g/>
/
und	w4850
so=dann	w4851
<g/>
=
auf	w4853
der	w4854
Laimgruben	w4855
vom	w4856
Kaiserl	w4857
<g/>
.
Stadt	w4859
<g/>
=
Ge=richt	w4861
<g/>
=
beschaut	w4863
worden	w4864
<g/>
.
Dem	w4866
Philipp	w4867
Kaufman	w4868
<g/>
/
Tagwercker	w4870
<g/>
/
sein	w4872
Weib	w4873
Anna	w4874
<g/>
/
bey	w4876
der	w4877
weissen	w4878
Rosen	w4879
am	w4880
Neuift	w4881
<g/>
/
alt	w4883
36	w4884
<g/>
.
Jahr	w4886
<g/>
.
Dem	w4888
Adam	w4889
Schedl	w4890
<g/>
/
Tagwercker	w4892
<g/>
/
sein	w4894
Kind	w4895
Joseph	w4896
<g/>
/
bey	w4898
der	w4899
blauen	w4900
Enten	w4901
zu	w4902
Mazelsdorf	w4903
<g/>
/
alt	w4905
7	w4906
<g/>
.
Jahr	w4908
<g/>
.
Dem	w4910
Philipp	w4911
Tobias	w4912
<g/>
/
Schnallenmacher	w4914
<g/>
/
sein	w4916
Kind	w4917
Elisabeth	w4918
<g/>
/
beym	w4920
roten	w4921
Rössel	w4922
am	w4923
Neusift	w4924
<g/>
/
alt	w4926
8	w4927
<g/>
.
Wochen	w4929
<g/>
.
Dem	w4931
Caspar	w4932
Stolf	w4933
Soldaten	w4934
im	w4935
Feld	w4936
<g/>
/
sein	w4938
Kind	w4939
Ma=ria	w4940
<g/>
=
<g/>
/
beym	w4943
roten	w4944
Ygl	w4945
aussers	w4946
Klagbaum	w4947
<g/>
/
alt	w4949
3	w4950
<g/>
.
Viertl	w4952
Jahr	w4953
<g/>
.
Dem	w4955
Michal	w4956
Jungdeiber	w4957
<g/>
/
Schif	w4959
<g/>
=
Knecht	w4961
<g/>
/
sein	w4963
Kind	w4964
Ursula	w4965
<g/>
/
im	w4967
Kräutlerisch	w4968
<g/>
.
Haus	w4970
in	w4971
der	w4972
Leopoldstadt	w4973
<g/>
/
alt	w4975
3	w4976
<g/>
.
Viertl	w4978
Jahr	w4979
<g/>
.
Dem	w4981
Jacob	w4982
Klein	w4983
<g/>
/
Tagwercker	w4985
<g/>
/
sein	w4987
Kind	w4988
Maria	w4989
<g/>
/
im	w4991
Kräntzlbinderisch	w4992
<g/>
.
Haus	w4994
in	w4995
der	w4996
Rossau	w4997
<g/>
/
alt	w4999
7	w5000
<g/>
.
Monat	w5002
<g/>
.
</list>
<head id="hl23a">
Ausführliche	w5021
Beschreibung	w5022
der	w5023
Function	w5024
<g/>
,
wie	w5026
Ihre	w5027
Päpstl.	w5028
Heiligkeit	w5029
den	w5030
Venetianischen	w5031
Bottscha=fter	w5032
<g/>
=
Herr	w5034
Andreas	w5035
Cornaro	w5036
zum	w5037
Rittern	w5038
von	w5039
Guldenen	w5040
Sporren	w5041
geschlagen	w5042
<g/>
.
</head>
<head id="hl24">
Rom	w5044
14	w5045
<g/>
.
October	w5047
<g/>
.
</head>
<p id="p51">
NAchdemalen	w5049
Jhre	w5050
Excellentz	w5051
der	w5052
Herr	w5053
An-dreas	w5054
<g/>
-
Cornaro	w5056
seine	w5057
bey	w5058
dem	w5059
Päpstl	w5060
<g/>
.
Hof	w5062
dahier	w5063
nicht	w5064
weniger	w5065
zu	w5066
Ruhm	w5067
<g/>
/
Ansehen	w5069
<g/>
/
und	w5071
Nutzen	w5072
der	w5073
Durchl	w5074
<g/>
.
Republique	w5076
von	w5077
Ve=nedig	w5078
<g/>
=
<g/>
/
als	w5081
zu	w5082
Verwunder	w5083
<g/>
=
und	w5085
Vergnügung	w5086
des	w5087
gantzen	w5088
hiesigen	w5089
Hofs	w5090
vertrettene	w5091
Bott=schaft	w5092
<g/>
=
nunmehro	w5094
vollendet	w5095
<g/>
/
als	w5097
haben	w5098
Jhre	w5099
Päpstl	w5100
<g/>
.
Heiligkeit	w5102
zu	w5103
Bezeugung	w5104
ihres	w5105
Vergnü=gens	w5106
<g/>
=
<g/>
/
und	w5109
Zufriedenheit	w5110
besagten	w5111
Bottschafter	w5112
in	w5113
den	w5114
Orden	w5115
der	w5116
Ritter	w5117
vom	w5118
Guldenen	w5119
Spor=ren	w5120
<g/>
=
aufzunehmen	w5122
sich	w5123
gnädigst	w5124
gefallen	w5125
lassen	w5126
<g/>
.
</p>
<p id="p52">
Der	w5128
4	w5129
<g/>
.
dieses	w5131
Monats	w5132
wurde	w5133
zu	w5134
Verrichtung	w5135
dieser	w5136
Function	w5137
in	w5138
dem	w5139
vor	w5140
der	w5141
geheimen	w5142
Ca=pelle	w5143
<g/>
=
auf	w5145
dem	w5146
Quirinali	w5147
seyenden	w5148
Saal	w5149
bestim=met	w5150
<g/>
=
<g/>
/
und	w5153
alda	w5154
ein	w5155
Lehen	w5156
<g/>
=
Sessel	w5158
auf	w5159
einen	w5160
rei=chen	w5161
<g/>
=
mit	w5163
Gold	w5164
besezten	w5165
rot	w5166
Sammeten	w5167
Tep=pich	w5168
<g/>
=
<g/>
/
samt	w5171
zweyen	w5172
Fuß	w5173
<g/>
=
Bäncken	w5175
auf	w5176
beyden	w5177
Seiten	w5178
<g/>
/
dann	w5180
auch	w5181
die	w5182
vor	w5183
dem	w5184
Päpstl	w5185
<g/>
.
Thron	w5187
viereckig	w5188
gesetzte	w5189
Consistorial	w5190
<g/>
-
Bäncke	w5192
vor	w5193
die	w5194
von	w5195
Jhrer	w5196
Heiligkeit	w5197
hierzu	w5198
eingeladene	w5199
Cardi=näle	w5200
<g/>
=
zu	w5202
recht	w5203
gestellet	w5204
<g/>
.
</p>
<p id="p53">
Nachdeme	w5206
nun	w5207
9	w5208
<g/>
.
kostbare	w5210
Parade	w5211
<g/>
-
und	w5213
an=dere	w5214
<g/>
=
Wagen	w5216
zu	w5217
des	w5218
Herrn	w5219
Bottschafters	w5220
Beglei=tung	w5221
<g/>
=
bereit	w5223
stunden	w5224
<g/>
/
liessen	w5226
Jhre	w5227
Excellentz	w5228
dero	w5229
Bediente	w5230
<g/>
/
und	w5232
Pages	w5233
in	w5234
kostbarer	w5235
Liberey	w5236
zu	w5237
Fuß	w5238
voran	w5239
gehen	w5240
<g/>
/
ihr	w5242
Stallmeister	w5243
Graf	w5244
Gualdo	w5245
ritte	w5246
voran	w5247
<g/>
/
hierauf	w5249
setzten	w5250
sich	w5251
gegen	w5252
ungefehr	w5253
11	w5254
<g/>
.
des	w5256
Morgens	w5257
besagte	w5258
Jhre	w5259
Ex=cellentz	w5260
<g/>
=
so	w5262
mit	w5263
ihren	w5264
gewöhnlichen	w5265
Rahts	w5266
<g/>
=
Kleid	w5268
angelegt	w5269
waren	w5270
<g/>
/
samt	w5272
5	w5273
<g/>
.
National	w5275
<g/>
-
Prælaten	w5277
<g/>
/
als	w5279
nemlichen	w5280
dem	w5281
Protonotario	w5282
Apostolico	w5283
Herr	w5284
Maffei	w5285
<g/>
,
dem	w5287
Auditore	w5288
der	w5289
Rota	w5290
Herr	w5291
Francesco	w5292
Foscati	w5293
<g/>
,
dem	w5295
Prælato	w5296
Domestico	w5297
<g/>
,
und	w5299
Præsidenten	w5300
der	w5301
Apostolischen	w5302
Cammer	w5303
Herr	w5304
Giouanni	w5305
Ottoboni	w5306
<g/>
,
dann	w5308
dem	w5309
Herrn	w5310
Joseph	w5311
Negroni	w5312
<g/>
,
und	w5314
Francesco	w5315
Bianchini	w5316
in	w5317
ihren	w5318
eigenen	w5319
Wägen	w5320
<g/>
.
<g/>
/
und	w5323
verfügten	w5324
sich	w5325
nach	w5326
dem	w5327
Apostolischen	w5328
Pallast	w5329
<g/>
/
alwo	w5331
dieselbe	w5332
die	w5333
Herren	w5334
Cardinäle	w5335
Barberino	w5336
<g/>
,
Corradini	w5338
<g/>
,
den	w5340
Staats	w5341
<g/>
=
Secretarium	w5343
Cardinal	w5344
von	w5345
St	w5346
<g/>
.
Agnese	w5348
<g/>
,
Conti	w5350
<g/>
,
Pamfilio	w5352
<g/>
,
Ottoboni	w5354
<g/>
,
Oli-vieri	w5356
<g/>
-
<g/>
,
Altieri	w5359
<g/>
,
Colonna	w5361
<g/>
,
und	w5363
Alessandro	w5364
Abani	w5365
antraffen	w5366
<g/>
.
</p>
<p id="p54">
Wie	w5368
nun	w5369
Jhre	w5370
Päpstl	w5371
<g/>
.
Heiligkeit	w5373
von	w5374
des	w5375
Hern	w5376
Bottschafters	w5377
Ankunft	w5378
benachrichtiget	w5379
wurden	w5380
<g/>
/
legten	w5382
sie	w5383
die	w5384
Stola	w5385
an	w5386
<g/>
/
und	w5388
bega=ben	w5389
<g/>
=
sich	w5391
in	w5392
obgedachtes	w5393
Zimmer	w5394
<g/>
/
unterdessen	w5396
giengen	w5397
beede	w5398
Päpstl	w5399
<g/>
.
Herren	w5401
Ceremoniarii	w5402
Abt	w5403
lgnatius	w5404
Reali	w5405
<g/>
,
und	w5407
der	w5408
Canonicus	w5409
Fran	w5410
<g/>
-
cesco	w5412
Bolza	w5413
in	w5414
die	w5415
Anti	w5416
<g/>
-
Chambre	w5418
<g/>
,
um	w5420
Jhre	w5421
Excellentz	w5422
welche	w5423
von	w5424
Jhrer	w5425
Heiligkeit	w5426
Maestro	w5427
di	w5428
Camera	w5429
Herr	w5430
Sinibaldo	w5431
Doria	w5432
<g/>
,
Erz	w5434
<g/>
=
Bi=schoffen	w5436
<g/>
=
zu	w5438
Patrasso	w5439
alda	w5440
unterhalten	w5441
wurden	w5442
<g/>
/
von	w5444
dannen	w5445
abzuholen;	w5446
führeten	w5447
dieselbe	w5448
auch	w5449
zu	w5450
Jhrer	w5451
Heiligkeit	w5452
<g/>
/
und	w5454
nach	w5455
gemachten	w5456
ge=wöhnlichen	w5457
<g/>
=
